m0,IC without masks,IC with masks,GRBT fatalities,Optimal* fatalities,Optimal fatalities,SRA1 fatalities,SRA2 fatalities
0.33,-4.44E-16,-0.373966841,0.008311872,0.008254599,0.008303681,0.008932679,0.008681828
0.34,2.22E-16,-0.385293642,0.008135582,0.008073264,0.008124821,0.008783424,0.008520876
0.35,0,-0.396620206,0.00796184,0.007897938,0.007948451,0.008636174,0.008362135
0.36,-1.11E-16,-0.407946541,0.00779081,0.007725986,0.007774754,0.008491005,0.008205722
0.37,0.009931918,-0.41020788,0.007622284,0.007557471,0.0076039,0.008347989,0.008051746
0.38,0.053953889,-0.384500634,0.007455267,0.00739245,0.007436049,0.008207187,0.007900304
0.39,0.099419046,-0.357950685,0.007290937,0.007230977,0.007271351,0.008068654,0.007751487
0.4,0.146399546,-0.3305159,0.007129447,0.0070731,0.007109942,0.007932437,0.007605373
0.41,0.194972443,-0.302151285,0.006970941,0.006918861,0.006951946,0.007798576,0.007462036
0.42,0.245220101,-0.272808746,0.006815557,0.006768298,0.006797477,0.007667106,0.007321537
0.43,0.297230665,-0.242436814,0.006663425,0.006621443,0.006646638,0.007538054,0.007183932
0.44,0.351098576,-0.210980342,0.006514663,0.006478321,0.006499517,0.007411444,0.007049266
0.45,0.406925146,-0.178380174,0.006369383,0.006338954,0.006356193,0.007287291,0.006917579
0.46,0.464819188,-0.144572771,0.006227688,0.006203358,0.006216733,0.007165607,0.006788902
0.47,0.524897728,-0.109489799,0.006089671,0.006071544,0.006081191,0.007046399,0.006663259
0.48,0.587286796,-0.073057668,0.005955415,0.005943514,0.005949613,0.006929669,0.006540667
0.49,0.652122305,-0.035197014,0.005824994,0.005819271,0.00582203,0.006815415,0.006421136
0.5,0.358357237,0.000670653,0.006307889,0.00570277,0.005703129,0.00670363,0.006307889
0.51,0.674335819,-0.010851236,0.005647847,0.005646956,0.005647397,0.006594306,0.006221139
0.52,0.636659134,-0.021594071,0.005593303,0.005591607,0.005592478,0.006487428,0.006135974
0.53,0.600406616,-0.03192911,0.005539256,0.005536728,0.005538062,0.00638298,0.006052384
0.54,0.565499297,-0.041878857,0.00548571,0.005482327,0.005484153,0.006280942,0.005970356
0.55,0.531863964,-0.051464166,0.005432669,0.005428409,0.005430758,0.006181293,0.005889878
0.56,0.499432646,-0.060704389,0.005380136,0.00537498,0.005377881,0.006084008,0.005810938
0.57,0.46814216,-0.069617503,0.005328115,0.005322046,0.005325528,0.005989061,0.005733521
0.58,0.437933697,-0.078220227,0.005276609,0.005269612,0.005273703,0.005896421,0.005657614
0.59,0.408752455,-0.086528129,0.005225622,0.005217686,0.005222412,0.005806059,0.005583203
0.6,0.380547304,-0.094555717,0.005175157,0.005166271,0.005171658,0.005717943,0.005510272
0.61,0.353270494,-0.102316524,0.005125219,0.005115374,0.005121446,0.005632038,0.005438808
0.62,0.326877379,-0.109823185,0.005075809,0.005065,0.005071781,0.005548311,0.005368793
0.63,0.301326177,-0.117087502,0.005026931,0.005015155,0.005022666,0.005466725,0.005300212
0.64,0.276577753,-0.124120507,0.004978589,0.004965844,0.004974106,0.005387243,0.00523305
0.65,0.252595413,-0.130932517,0.004930785,0.004917071,0.004926104,0.005309829,0.00516729
0.66,0.229344732,-0.137533182,0.004883524,0.004868843,0.004878663,0.005234443,0.005102915
0.67,0.206793385,-0.143931527,0.004836806,0.004821786,0.004831788,0.005161047,0.005039909
0.68,0.184911004,-0.150135995,0.004790637,0.004776091,0.004785481,0.005089603,0.004978254
0.69,0.163669043,-0.156154475,0.004745018,0.004730953,0.004739746,0.005020072,0.004917933
0.7,0.143040657,-0.161994338,0.004699952,0.004686374,0.004694586,0.004952413,0.00485893
0.71,0.123000595,-0.167662453,0.004655442,0.004642356,0.004650003,0.004886589,0.004801226
0.72,0.103525106,-0.173165217,0.004611491,0.004598901,0.004606001,0.00482256,0.004744804
0.73,0.084591849,-0.178508563,0.004568101,0.004556011,0.004562581,0.004760287,0.004689647
0.74,0.066179824,-0.183697973,0.004525275,0.004513686,0.004519746,0.004699732,0.004635737
0.75,0.048269304,-0.18873848,0.004483015,0.00447193,0.004477499,0.004640857,0.004583056
0.76,0.030841785,-0.19363467,0.004441323,0.004430742,0.004435842,0.004583624,0.004531587
0.77,0.013879949,-0.198390667,0.004400202,0.004390126,0.004394775,0.004527995,0.004481313
0.78,-0.004641467,-0.160936109,0.004432215,0.004350082,0.004354302,0.004473935,0.004432215
0.79,-0.017518237,-0.166659148,0.004384276,0.004310612,0.004314425,0.004421406,0.004384276
0.8,-0.030394976,-0.172382155,0.004337479,0.004271716,0.004275143,0.004370373,0.004337479
